37, 1877509 10423 84972 956.166992 886.881042 1. 409.912537 7011.994141 953.26239;
38, 9479627 8658 69938 984.042969 887.181396 1. 292.31192 8517.780273 686.00116;
39, 2483059 3826 81560 994.187012 887.186646 1. 3257.52832 3883.16748 561.816833;
40, 1960138 8080 92028 985.388672 887.195862 1. 1092.490112 4740.944336 721.849976;
41, 2312033 5560 79311 1054.157715 887.196716 1. 211.458389 8814.599609 963.223694;
42, 9196837 12099 76109 963.008789 887.216248 1. 304.706787 3807.043213 546.077576;
43, 8995750 9593 75525 1045.87793 887.280823 1. 377.932953 5681.071289 644.43927;
44, 955935 5481 129019 980.496094 887.328674 1. 2106.852783 5757.490234 960.526489;
45, 5054832 6768 71474 967.936523 888.052307 1. 306.381989 8825.589844 878.872864;
46, 659453 3418 70056 1083.771973 888.141846 1. 208.663071 6417.51416 730.602905;
47, 7367804 3095 101045 1082.748535 888.470215 1. 2737.169678 6711.521973 1208.472778;
48, 8700980 13880 65197 960.095703 889.207092 1. 139.112701 9043.298828 576.742615;
49, 1152253 7552 69218 976.255859 889.414612 1. 193.867538 4293.595215 497.472778;
50, 3818300 3317 71490 994.188477 889.7453 1. 321.907745 2354.628906 647.387207;
51, 10431647 12860 96650 1016.448242 890.056091 1. 423.23819 345.857025 37.204166;
52, 7572842 12350 191963 1051.431641 890.418213 1. 2920.207031 5169.708008 1632.705566;
53, 10609795 11996 88730 1025.293945 890.758301 1. 280.624298 3588.603271 717.152893;
54, 3974520 9145 82999 994.107422 890.862488 1. 781.401062 237.991745 30.939625;
55, 11259586 11468 70294 993.285156 891.909302 1. 382.159851 707.856873 128.543594;
56, 2567633 6840 77192 1034.104492 892.599915 1. 966.277771 5193.476074 675.314636;
57, 4815990 12893 93460 964.674805 892.667725 1. 434.799713 6418.45459 966.376099;
58, 3259227 7018 85058 1735.050781 893.626587 1. 1015.992371 5117.714355 641.726318;
59, 2955919 12627 71882 1000.498047 894.107666 1. 1759.582153 5588.989746 581.437317;
60, 2645539 7554 58157 1030.266602 894.221619 1. 1494.167969 3517.199219 432.576538;
61, 5478305 8968 71409 956.154297 894.987732 1. 407.749512 828.462097 125.808144;
62, 2711750 15608 79502 1219.923828 895.332642 1. 502.31543 4831.391602 610.433411;
63, 9787328 304 98581 1037.954346 895.751587 1. 144.213211 9472.139648 565.46759;
64, 4053084 4710 72253 1037.303223 897.591919 1. 192.484116 177.454636 15.918262;
65, 9944533 3062 59007 981.192139 898.313721 1. 116.300362 10422.189453 502.954224;
66, 11558488 739 59852 1001.952759 898.545654 1. 414.488251 283.499451 28.323801;
67, 8015463 8962 46675 1086.071289 899.014832 1. 195.424301 9816.341797 378.352997;
68, 5555657 14911 129557 995.495117 899.916138 1. 452.197357 305.165405 120.056847;
69, 7267446 10100 107363 1266.447266 900.416321 1. 1725.851318 5368.663574 1018.749817;
70, 8064071 10895 60892 1002.655273 902.063782 1. 136.701111 10132.439453 506.393677;
71, 3740506 9116 83593 994.75 903.415527 1. 147.691605 403.353088 88.754044;
72, 410750 7518 156232 1168.604492 903.447021 1. 405.726837 6555.494141 1456.994385;
73, 6255774 11454 77215 1110.50293 903.768311 1. 347.837585 5428.124512 852.069519;
74, 3897225 10752 78902 1050.106445 904.31781 1. 257.658417 146.63533 13.381936;
75, 3426850 12175 82336 1366.871094 910.083618 1. 477.731689 6942.71875 947.273865;
76, 4972557 3359 78866 1211.847656 910.959595 1. 488.083679 6912.385254 807.818237;
77, 12425297 8835 69421 1409.847656 913.736511 1. 2056.393555 667.429321 74.123207;
78, 6336541 15006 83225 1204.96582 916.802368 1. 231.586441 5353.92627 863.844666;
79, 8916661 12446 81942 1444.911133 918.778259 1. 1103.319946 11431.958984 743.537415;
80, 8123250 9182 58563 42.092773 923.789246 1. 84.724052 9923.125977 490.162109;
81, 4898940 2383 72641 1198.302979 939.694519 1. 342.236542 8616.669922 901.689209;
82, 6418486 13726 91514 1057.296875 944.378296 1. 214.402512 7881.806152 1155.633057;
83, 11867250 1031 60738 781.953613 947.713501 1. 103.728836 1769.661133 358.623871;
84, 8631984 10647 17464 1281.297852 950.704895 1. 174.880203 9535.345703 164.947968;
85, 3104456 13668 80206 1066.858398 988.531372 1. 776.091553 4938.272949 602.358276;
86, 12295923 260 46377 1204.07666 990.428711 1. 455.54007 243.082214 14.795679;
87, 6500507 4233 67133 2146.608887 992.692322 1. 246.73822 302.3685 27.232521;
88, 6007373 4023 80404 1113.760254 1000.210327 1. 209.265015 7364.071289 992.420715;
89, 12492657 6774 104735 1174.171875 1001.165771 1. 958.912109 599.559021 157.574554;
90, 5930387 3954 76917 1334.597656 1001.681946 1. 455.442963 5636.160156 725.005798;
91, 12287906 4877 12634 1010.459473 1005.929504 1. 577.394287 6010.927734 157.450302;
92, 8844737 11797 71275 2577.143555 1009.207153 1. 782.980713 10512.271484 590.678101;
93, 5845696 8794 89531 1160.885742 1067.167236 1. 284.349182 8850.572266 909.1922;
94, 4129066 8439 71479 2125.535156 1069.011353 1. 621.1604 6502.896484 725.556885;
95, 9356450 15040 58755 914.975586 1091.758667 1. 610.580017 7900.099609 541.070068;
96, 10527662 12225 82362 976.397461 1148.769531 1. 180.121735 622.943909 115.917648;
97, 3182511 11517 81215 623.487305 1186.929443 1. 1677.286133 4560.100098 693.803406;
98, 9735395 7144 22622 2774.142578 1212.197754 1. 237.822937 11753.617188 176.049637;
99, 7008898 9729 165331 1457.172852 1245.259766 1. 679.917297 1915.865601 781.333252;
100, 7469823 4069 94738 1295.19873 1264.97168 1. 337.850159 7646.665039 1118.071167;
101, 8406214 15341 84195 896.435547 1285.328369 1. 1395.437622 7749.824707 870.705566;
102, 6099054 15300 85649 3716.074219 1294.508423 1. 202.790756 148.348267 29.086048;
103, 4367750 11245 75601 1100.569336 1341.716309 1. 430.605621 1842.166748 369.208771;
104, 8765307 13010 80643 1861.311523 1356.474365 1. 765.922668 9969.876953 611.964844;
105, 142750 10153 84132 1001.634766 1396.622925 1. 264.855988 4483.277832 699.716003;
106, 11936634 9677 66058 353.013672 1467.238281 1. 580.269226 580.369202 87.227676;
107, 5761250 12553 88205 567.699219 1504.996704 1. 86.924599 2246.070068 767.891785;
108, 740750 14659 68059 1044.924805 1528.267456 1. 144.531143 4458.537598 493.998749;
109, 7177608 13108 92846 865.263672 1530.604736 0. 362.273926 5874.533203 886.540283;
110, 10037916 4363 13896 1311.491699 1567.557983 1. 163.127045 3113.750977 73.712875;
111, 4207750 15644 85047 242.594727 1598.086548 1. 214.159836 9147.485352 985.365356;
112, 11857475 5824 14568 1455.293945 1733.744263 1. 146.368378 3251.568359 94.752724;
113, 2784250 8606 15253 -185.323242 1815.22876 0. 80.455078 901.213379 42.531647;
114, 2795853 4956 65371 120.205566 1922.299194 0. 368.420837 7266.874512 863.078857;
115, 5697141 4230 55786 -302.535156 1965.393188 1. 88.893944 1527.452515 325.577301;
116, 3031246 16072 75614 225.675781 2044.690063 0. 349.151276 7246.901367 826.099609;
117, 11548121 8954 18582 1837.697266 2068.569824 1. 693.125183 243.613373 5.309897;
118, 12176512 2398 9452 2059.806152 2072.664795 1. 144.004105 1969.0271 66.582298;
119, 10014139 13661 33075 1801.382812 2147.888184 1. 107.133278 12368.117188 273.803711;
120, 11333274 14862 64927 -436.827148 2176.002197 0. 232.12439 1671.478149 278.511658;
121, 8326556 11357 75674 2068.258789 2318.455322 1. 991.12677 9857.875977 839.932129;
122, 5682796 12493 22608 495.385742 2319.020264 1. 153.398605 1578.643066 127.97699;
123, 9613761 13972 22553 -37.703125 2328.59375 1. 150.577728 10643.551758 239.09285;
124, 8243957 10481 81723 6035.947266 2347.432129 1. 563.275757 12255.980469 792.898315;
125, 11627374 9773 55151 1601.476562 2469.94165 1. 137.383621 4614.841309 608.189758;
126, 805750 11600 77824 2047.380859 2472.720947 1. 110.490685 211.921143 25.704517;
127, 9141640 14884 57982 2332.730469 2583.4729 1. 696.647827 11616.412109 557.841187;
128, 12268881 14194 28342 2232.189453 2691.876465 1. 189.181824 2666.0896 114.18528;
129, 8646783 7982 48299 -1138.80957 2809.444336 0. 494.802948 10324.504883 540.211426;
130, 11780940 14966 85677 75.063477 2843.031982 0. 386.466431 5064.065918 617.279968;
131, 8183713 11082 60845 3719.742188 3040.55542 1. 216.472733 9620.293945 497.732697;
132, 12372425 9902 53939 -1151.299805 3056.510254 0. 744.54248 512.915649 65.775497;
133, 11479306 9448 69309 2518.051758 3070.780762 1. 823.522034 205.697083 15.997622;
134, 9903491 6283 13312 -492.851562 3183.115234 0. 141.525528 12219.408203 114.233009;
135, 11687750 14998 93222 498.789062 3321.615479 1. 372.275848 4606.871094 761.496155;
136, 12349520 7480 20483 127.640137 3417.03418 0. 158.837097 6185.843262 180.671448;
137, 12188250 4684 71121 797.984863 3677.242432 1. 360.698364 4032.547607 423.820679;
138, 9268240 7393 80563 6364.197266 4136.994141 1. 362.287323 11303.99707 691.555542;
139, 12166962 13944 21096 -1793.493164 4618.251465 0. 126.081932 4476.855469 165.522156;
140, 12007138 14123 67661 1668.087891 4844.82959 1. 259.874603 1117.584595 272.27243;
141, 9627190 4848 26794 2768.960449 5346.599121 1. 136.252655 10342.397461 212.256668;
142, 9912360 1840 30951 7323.341797 5391.118164 1. 203.873764 10227.630859 250.644409;
143, 9661593 12457 79115 -2236.602539 5483.257812 0. 225.294006 9830.588867 556.057922;
144, 2869750 13482 87024 9997.623047 5970.969238 1. 89.580658 582.370789 218.52449;
145, 9756134 5261 36151 6593.186523 6188.755859 1. 311.972382 11178.677734 318.073425;
146, 1578125 3779 145672 2534.36084 10293.804688 1. 414.039886 6995.442383 1494.85791;
147, 4289750 12597 79352 1021.700195 11231.035156 1. 92.600723 2504.853027 694.894592;
148, 7759535 7080 254046 2142.03418 13112.063477 1. 501.352753 3622.081787 1710.353516;
149, 8488750 13682 80745 7725.335938 14152.973633 1. 106.184738 9117.90625 622.584412;
150, 4447217 15111 296607 2539.685547 14713.256836 1. 456.826843 5168.399902 3272.028809;
151, 1293164 3839 132298 5371.355469 17674.261719 1. 279.203735 6888.411133 1292.975586;
152, 12072750 12074 92342 3306.875977 18739.537109 1. 148.792725 2952.331543 596.961487;
153, 10693046 6517 167624 7015.452148 20506.373047 1. 418.893188 1660.385742 743.412354;
154, 10867896 13743 105574 6903.464844 21022.316406 1. 344.971283 2242.61792 443.869537;
155, 6571979 8572 261672 12442.498047 35322.679688 1. 796.061829 239.955017 76.354378;
